,Title,Rating,Genres,Studio,Sources,Status,Type,Synopsis,Episodes,Date,Duration,Img_Url
592,Tamako Love Story,7.97," Comedy, Romance, Slice of Life", Kyoto Animation, Original, Finished Airing, Movie,"As she edges toward the end of her high school life, the energetic but generally clueless third-year Tamako Kitashirakawa has only one major concern: pulling off a stunning baton performance at the Usagiyama Marching Festival. But all too soon, she is confronted by the reality that all her friends have big plans for their futures; she, on the other hand, just operates with the moderate goal of continuing to work at her family's restaurant.Under the same brilliant sky, Mochizou Ooji intends to study at a university in Tokyo, leaving behind his family, friends, and most importantly, his first and only love Tamako. Unfortunately, the shy admirer cannot bring himself to declare his love, and Tamako is yet unaware that she is the source of such anguish. With time quickly running out, Mochizou must confess his feelings to Tamako soon, or his dream of romance will never be fulfilled.[Written by MAL Rewrite]", 1," Apr 26, 2014", 1 hr. 23 min.,https://cdn.myanimelist.net/images/anime/1417/91333.jpg
593,Usagi Drop Specials,7.97," Josei, Slice of Life", Production I.G, Manga, Finished Airing, Special,"Four short episodes bundled with DVD/Blu-Ray.Vol.1: Episode 2.5 ""Aquarium of Leaves""
Vol.2: Episode 3.5 ""Dear My Santa Claus""
Vol.3: Episode 6.5 ""Full Blossom in the Sky""
Vol.4: Episode 8.5 ""Way Home""", 4," Oct 28, 2011 to Jan 27, 2012", 5 min. per ep.,https://cdn.myanimelist.net/images/anime/7/30759.jpg
594,Yowamushi Pedal,7.97," Comedy, Sports, Drama, Shounen", TMS Entertainment, Manga, Finished Airing, TV,"Sakamichi Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and he takes it upon himself to revive it by finding students who are willing to join. Without much luck, Onoda decides to make a round trip to Akihabara on his old, bulky city bicycle, a weekly 90-kilometer ride he has been completing since fourth grade.This is when he meets fellow first year student, Shunsuke Imaizumi, a determined cyclist who is using the school's steep incline for practice. Surprised by Onoda's ability to climb the hill with his specific type of bicycle, Imaizumi challenges him to a race, with the proposition of joining the anime club should Onoda win. And thus begins the young boy's first foray into the world of high school bicycle racing![Written by MAL Rewrite]", 38," Oct 8, 2013 to Jul 1, 2014", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/5/53211.jpg
595,"Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness
Yuri!!! On ICE: Yuri Plisetsky GPF in Barcelona EX ""Welcome to The Madness""",7.97," Music, Sports", MAPPA, Original, Finished Airing, Special,A special included with the 6th DVD/BD volume of Yuri!!! on ICE. It focuses on an exhibition routine performed by Yuri Plisetsky., 1," May 26, 2017", 2 min.,https://cdn.myanimelist.net/images/anime/6/85548.jpg
596,"Nekomonogatari: Kuro
Nekomonogatari Black",7.96," Comedy, Supernatural, Romance, Ecchi", Shaft, Light novel, Finished Airing, TV,"After surviving a vampire attack, Koyomi Araragi notices that his friend and savior, Tsubasa Hanekawa, has been acting strange. When he happens to cross paths with her on his way to a bookstore and sees she has a bandage on her face, he knows something must definitely be wrong. Araragi wants to help her, but Hanekawa assures him that her wound is just something she received at home and that he should not concern himself with it. But when a white cat with no tail is hit and killed by a car, the pair bury the creature and the real trouble begins.When Araragi later pays a visit to his friend Meme Oshino and recounts the day's events, he is informed what they have buried is actually an apparition, one perfect for Hanekawa in her current state. Tasked with finding his friend to confirm her safety, he discovers that she has attacked her parents, possessed by the ""Sawari Neko."" Now, it is up to Araragi to help Hanekawa as she once helped him.[Written by MAL Rewrite]", 4," Dec 31, 2012", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/4/84001.jpg
597,"Trigun: Badlands Rumble
Trigun - Badlands Rumble",7.96," Action, Adventure, Comedy, Drama, Sci-Fi, Shounen"," flying DOG, Sunny Side Up, Studio Jack, Shounen Gahousha", Manga, Finished Airing, Movie,"Vash the Stampede is a contradiction. He has a notorious reputation as ""The Humanoid Typhoon,"" laying anything he comes across to waste on the desolate planet of Gunsmoke. However, Vash is in fact very non-confrontational and kind-hearted, living by a code of pacifism.Twenty years ago, a high-profile bank heist went sour. The ringleader, Gasback Gallon Getaway, swore to get back at his backstabbing crew and the man who stopped him from killing them: Vash the Stampede. In the present day, the traitorous crew has been living the good life as successful entrepreneurs and politicians. Although two decades have passed, Gasback's bitterness has not waned as he aims to take them down one by one, by any means necessary.Just in time to foil Gasback's plot, Vash has arrived in Macca City. Teaming up with the mysterious Amelia Ann McFly, along with the insurance agents Milly Thompson and Meryl Stryfe, Vash is ready to rumble.[Written by MAL Rewrite]", 1," Apr 2, 2010", 1 hr. 30 min.,https://cdn.myanimelist.net/images/anime/11/27969.jpg
598,Umibe no Étranger,7.96," Romance, Shounen Ai, Slice of Life"," Shochiku, Half H.P Studio", Manga, Finished Airing, Movie,"Shun Hashimoto is an openly gay aspiring novelist living in Okinawa who was abandoned by his parents after coming out to them. Mio Chibana is a reserved, orphaned high school student, often found spending his time by the sea. One day, the two meet on the beach, and Shun is instantly captivated by Mio. The days fly by as they slowly begin to grow closer until Mio suddenly announces that he has to leave for the mainland.Three years pass before a 20-year-old Mio returns to Okinawa to confess his love to Shun. However, in those three years, Shun's life has changed. Will he be able to accept Mio's feelings and make such a commitment?[Written by MAL Rewrite]", 1," Sep 11, 2020", 59 min.,https://cdn.myanimelist.net/images/anime/1668/108792.jpg
599,"Wu Shan Wu Xing
Fog Hill of Five Elements",7.96," Action, Historical, Martial Arts, Fantasy"," Nice Boat Animation, Samsara Animation Studio", Original, Finished Airing, ONA,"A legend tells that a long time ago, monsters could give the ability to certain elected officials to master the five elements. But for that, you have to go through the dangerous foggy mountains...We follow the adventures of one of these elected officials.(Source: Nautiljon)", 3," Jul 26, 2020 to Aug 9, 2020", 26 min. per ep.,https://cdn.myanimelist.net/images/anime/1335/108930.jpg
600,"xxxHOLiC Movie: Manatsu no Yoru no Yume
xxxHOLiC The Movie: A Midsummer Night's Dream",7.96," Mystery, Comedy, Psychological, Supernatural, Drama", Production I.G, Manga, Finished Airing, Movie,"Summer break has arrived, but while his other classmates are out having fun, Kimihiro Watanuki continues to work as compensation for the eccentric Yuuko in her shop. With the spirits and supernatural phenomena that bother him lessening, he pays his dues by cleaning, cooking, and doing whatever else the apparently lazy Yuuko needs.Watanuki, however, gets involved in a new predicament when Yuuko receives a mysterious invitation to a mansion whose owner seeks Yuuko's wish-granting ability. When he, Yuuko, and his classmate Shizuka Doumeki make their way to the peculiar residence, they meet others who were summoned by the same strange invitation. All of them are collectors of various unique items, drawn there by the chance to expand their collections. But as the collectors begin to disappear one by one, Watanuki and his companions must solve the mystery and put the case to rest, or find themselves in risk of danger.[Written by MAL Rewrite]", 1," Aug 20, 2005", 1 hr.,https://cdn.myanimelist.net/images/anime/1482/107802.jpg
601,"Zetsuen no Tempest
Blast of Tempest",7.96," Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen", Bones, Manga, Finished Airing, TV,"Yoshino Takigawa, an ordinary teenager, is secretly dating his best friend Mahiro's younger sister. But when his girlfriend Aika mysteriously dies, Mahiro disappears, vowing to find the one responsible and make them pay for murdering his beloved sister. Yoshino continues his life as usual and has not heard from Mahiro in a month—until he is confronted by a strange girl who holds him at gunpoint, and his best friend arrives in the nick of time to save him.Yoshino learns that Mahiro has enlisted the help of a witch named Hakaze Kusaribe to find Aika's killer and of the existence of an entity known as the ""Tree of Exodus."" The witch's brother selfishly desires to make use of its power, in spite of the impending peril to the world. However, Hakaze is banished to a deserted island, and it is now up to Yoshino and Mahiro to help her save the world, while inching ever closer to the truth behind Aika's death.[Written by MAL Rewrite]", 24," Oct 5, 2012 to Mar 29, 2013", 24 min. per ep.,https://cdn.myanimelist.net/images/anime/7/42453.jpg
602,Beastars,7.96," Slice of Life, Psychological, Drama, School, Shounen", Orange, Manga, Finished Airing, TV,"In a civilized society of anthropomorphic animals, an uneasy tension exists between carnivores and herbivores. At Cherryton Academy, this mutual distrust peaks after a predation incident results in the death of Tem, an alpaca in the school's drama club. Tem's friend Legoshi, a grey wolf in the stage crew, has been an object of fear and suspicion for his whole life. In the immediate aftermath of the tragedy, he continues to lay low and hide his menacing traits, much to the disapproval of Louis, a red deer and the domineering star actor of the drama club.When Louis sneaks into the auditorium to train Tem's replacement for an upcoming play, he assigns Legoshi to lookout duty. That very night, Legoshi has a fateful encounter with Haru, a white dwarf rabbit scorned by her peers. His growing feelings for Haru, complicated by his predatory instincts, force him to confront his own true nature, the circumstances surrounding the death of his friend, and the undercurrent of violence plaguing the world around him.[Written by MAL Rewrite]", 12," Oct 10, 2019 to Dec 26, 2019", 22 min. per ep.,https://cdn.myanimelist.net/images/anime/1234/102008.jpg
